"Select(selcol)
勾選","Return ID(breturnflag)
退貨單號","Business type(cbustype)
業務類型","Sales type(cstname)
銷售類型","Delivery Note No(cdlcode)
送貨單號","Shipment date(ddate)
送貨日期","Currency(cexch_name)
幣別","Exchange rate(iexchrate)
匯率","Customer name(ccusname)
客戶全名","Ship-to Address(cshipaddress)
收貨地址","Contact tel(ccusphone)
公司電話","Contact(ccusperson)
聯繫人（訂購人）","Sales department(cdepname)
銷售部門","Clerk(cpersonname)
業務員","Payment Terms(cpayname)
支付方式","Prepared by(cmaker)
建單人","Approved by(cverifier)
審核人","Table body order No(bodysocode)
銷售訂單號","Warehouse(cwhname)
倉庫名稱","Inventory Code(cinvcode)
存貨編號","Stock Code(cinvaddcode)
 產品附加編碼","Inventory name(cinvname)
存貨名稱","Specification(cinvstd)
存貨規格","Qty(iquantity)
送貨數量","Quotation(iquotedprice)
標準單價","Unit Price Incl Tax(itaxunitprice)
含稅單價","Unit Price Excl Tax(iunitprice)
未稅單價","Amount tax exclusive(imoney)
 未稅總金額","Tax(itax)
稅金","Total Amt(isum)
 含稅總金額","Tax rate (%)(bodytaxrate)
稅率","Discount rate (%)(kl)
折扣率（%）
","Discount rate 2 (%)(kl2)
折扣百分比","Discount amount(idiscount)
折扣金額","Memo(cmemo)
從大發分公司ERP 系統下載的訂單","DefineItem1(cdefine1)
收件人+手機號
（目前用友系統，key 單時, 沒有獨立的收件人手機號欄位。","Voucher headUser-defined item2(cdefine2)
客戶編號（自定義欄位2）","Voucher headUser-defined item3(cdefine3)
是否開立發票 （自定義欄位3）","Voucher headUser-defined item4(cdefine4)
自定義欄位4","Voucher headUser-defined item9(cdefine9)
識別號（用於區分這個訂單是由哪個業務單位負責）","So Hoa Don(cdefine13)
客戶發票名稱","Export Times(ioutgolden)
 出貨次數","Qty not issued(WCSL)
未出庫數量","Un-billed Quantity(WKSL)
 未開票數量","Un-billed Amount(WKJE)
未開票金額","Un-Received Amount(WSKYB)
未收款金額","Un-Received Amount In Local Currency(WSKBB)
未收款金額（本幣）","Customer's Privilege Code Of Classfiction(caccode)
客戶優惠分類代碼","Customer's Privilege Of Classfiction(cacname)
客戶優惠分類名稱"
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009043,,HKCC H?t Sen H?nh Nh?n 200g (2 tr??ng),40 c?i/th?ng,1,84000,84000,77777.78,77777.78,6222.22,84000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,84000,84000,84000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009044,,HKCC Th?p C?m G? Quay 200g (2 tr??ng),40 c?i/th?ng,1,96000,96000,88888.89,88888.89,7111.11,96000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,96000,96000,96000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009075,,TTHK H?nh Nh?n H?t D? chay 200g,40 c?i/th?ng,5,70800,70800,65555.556,327777.78,26222.22,354000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,354000,354000,354000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009166,,B?nh TT D?o H?nh Nh?n H?t D? 200g (2 tr?ng),40 c?i/th?ng,1,73200,73200,67777.78,67777.78,5422.22,73200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,73200,73200,73200,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009225,,B?nh TT D?o H?t Sen D?a 200g (2 tr?ng),200g/c?i,1,73200,73200,67777.78,67777.78,5422.22,73200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,73200,73200,73200,,
,No,General sales,中秋節/Trung Thu,0000181285,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157905,Tp V?-C?i Trung Thu,3001037,,B?nh t? nam vi?t qu?t 48g,108 c?i/th?ng,20,19800,19800,18333.3335,366666.67,29333.33,396000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 09,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,20,396000,396000,396000,,
,No,General sales,中秋節/Trung Thu,0000181285,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157905,Tp V?-C?i Trung Thu,3001038,,B?nh T? Nh?n Nh?c 48g,108 c?i/th?ng,20,19800,19800,18333.3335,366666.67,29333.33,396000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 09,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,20,396000,396000,396000,,
,No,General sales,中秋節/Trung Thu,0000181285,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157905,Tp V?-C?i Trung Thu,3001039,,B?nh T? Tr?ng Mu?i 48g,108 c?i/th?ng,20,19800,19800,18333.3335,366666.67,29333.33,396000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 09,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,20,396000,396000,396000,,
,No,General sales,中秋節/Trung Thu,0000181285,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157905,Tp V?-C?i Trung Thu,3011004,,Trung Thu HK nh?,32 v? / th?ng,5,76200,76200,70555.556,352777.78,28222.22,381000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 09,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,381000,381000,381000,,
,No,General sales,中秋節/Trung Thu,0000181286,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157815,Tp L? H?p Trung Thu,3502015,M302,L? H?p ??c Bi?t 302,10 h?p/th?ng,33,269400,269400,249444.44,8231666.67,658533.33,8890200,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN007.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,33,8890200,8890200,8890200,,
,No,General sales,中秋節/Trung Thu,0000181286,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157815,Tp L? H?p Trung Thu,3502021,M603,L? H?p Cao C?p 603,6 h?p/th?ng,8,391200,391200,362222.22,2897777.78,231822.22,3129600,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN007.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,3129600,3129600,3129600,,
,No,General sales,中秋節/Trung Thu,0000181286,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157815,Tp L? H?p Trung Thu,3502141,M105,L? H?p Ti?u Chu?n 105,20 h?p/th?ng,5,119400,119400,110555.56,552777.78,44222.22,597000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN007.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,5,597000,597000,597000,,
,No,General sales,中秋節/Trung Thu,0000181286,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157815,Tp L? H?p Trung Thu,3502142,M204,L? H?p H?o H?ng 204,6 h?p/th?ng,8,416400,416400,385555.56,3084444.44,246755.56,3331200,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN007.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,3331200,3331200,3331200,,
,No,General sales,中秋節/Trung Thu,0000181286,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157815,Tp L? H?p Trung Thu,3502143,M205,L? H?p H?o H?ng 205,8 h?p/th?ng,5,238800,238800,221111.11,1105555.56,88444.44,1194000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN007.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,5,1194000,1194000,1194000,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502025,M802,L? H?p Ho?ng Kim 802,2 h?p/ th?ng,65,671400,671400,621666.67,40408333.33,3232666.67,43641000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,65,43641000,43641000,43641000,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502029,M901,L? H?p Ho?ng Tri?u 901,2 h?p/th?ng,7,951000,951000,880555.56,6163888.89,493111.11,6657000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,7,6657000,6657000,6657000,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502030,M902,L? H?p Ho?ng Tri?u 902,2 h?p/th?ng,7,832800,832800,771111.11,5397777.78,431822.22,5829600,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,7,5829600,5829600,5829600,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502031,M882,L? h?p tr?ng ??ng 882,12 h?p/th?ng,4,391200,391200,362222.22,1448888.89,115911.11,1564800,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,4,1564800,1564800,1564800,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502032,M999,L? H?p Cung ??nh 999,6 h?p/th?ng,4,1188000,1188000,1100000,4400000,352000,4752000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,4,4752000,4752000,4752000,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502182,M803,L? H?p Ho?ng Kim 803,2 h?p/ th?ng,8,879600,879600,814444.45,6515555.56,521244.44,7036800,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,7036800,7036800,7036800,,
,No,General sales,中秋節/Trung Thu,0000181287,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157816,Tp L? H?p Trung Thu,3502183,M804,L? h?p Ho?ng Kim 804  - NEW,2 h?p/ th?ng,8,852000,852000,788888.89,6311111.11,504888.89,6816000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN008.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,6816000,6816000,6816000,,
,No,General sales,中秋節/Trung Thu,0000181288,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,"89-91 ???NG S? 6, PH??NG B?NH TR? ??NG B. QU?N B?NH T?N, TPHCM,VI?T NAM",02838634833-35,A.KI?T,Chi nh?nh HCM,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157888,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,8,324000,324000,300000,2400000,192000,2592000,8,100,100,0,??n h?ng t? CNDP,A.KI?T,3700341674-001,C? Ho? ??n,2025/7/25,CN013.1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,8,2592000,2592000,2592000,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502011,M202,L? H?p H?o H?ng 202,6 h?p/th?ng,10,730000,0,0,0,0,0,8,0,100,7300000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,10,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502015,M302,L? H?p ??c Bi?t 302,10 h?p/th?ng,1,449000,0,0,0,0,0,8,0,100,449000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502020,M602,L? H?p Cao C?p 602,6 h?p/th?ng,9,673000,0,0,0,0,0,8,0,100,6057000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,9,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502077,M700,L? H?p L?c Thu 700,6 h?p/th?ng,1,826000,0,0,0,0,0,8,0,100,826000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502152,M701,L? H?p Tr?ng R?m 701,4 h?p/th?ng,1,801000,0,0,0,0,0,8,0,100,801000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502183,M804,L? h?p Ho?ng Kim 804  - NEW,2 h?p/ th?ng,5,1420000,0,0,0,0,0,8,0,100,7100000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,5,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502026,M810,L? H?p Ho?ng Kim 810,8 h?p/th?ng,1,540000,0,0,0,0,0,8,0,100,540000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502174,M820,L? H?p Lava Tr?ng mu?i 820,8 h?p/ th?ng,1,540000,0,0,0,0,0,8,0,100,540000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181289,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,738 S? V?n H?nh- ph??ng H?a H?ng- Tp.HCM,,Ms Loan 0906476854,Marketing,Hsu Chun Hsiang,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157907,Tp L? H?p Trung Thu,3502030,M902,L? H?p Ho?ng Tri?u 902,2 h?p/th?ng,1,1388000,0,0,0,0,0,8,0,100,1388000,,Ms Loan0906476854,3700341674,Kh?ng Ho? ??n,,MKT,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,1,0,0,0,,
